PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AmazonDynamoDBFullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonDynamoDBFullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonDynamoDBFullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonS3FullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonS3FullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonS3FullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonS3FullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonS3FullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonS3FullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonS3FullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonS3FullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonS3FullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AmazonS3FullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonS3FullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonS3FullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.2;Proveedor de identidad centralizado;op.acc.1;operacional;control de acceso;Es muy recomendable la utilización de un proveedor de identidades que permita administrar las identidades en un lugar centralizado, en vez de utilizar IAM para ello.;alto;requisito;trazabilidad,autenticidad;automático;;FAIL;No SAML Providers found.;arn:aws:iam::162665602291:root;iam_check_saml_providers_sts;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom policy aws-iot-rule-myDynamoiot-action-1-role-testtable is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_customer_attached_policy_no_administrative_privileges;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom policy aws-iot-rule-myDynamoiot-action-1-role-testtable is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_customer_attached_policy_no_administrative_privileges;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom policy aws-iot-rule-myDynamoiot-action-1-role-testtable is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_customer_attached_policy_no_administrative_privileges;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom policy aws-iot-rule-myDynamoiot-action-1-role-testtable is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_customer_attached_policy_no_administrative_privileges;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom policy aws-iot-rule-myDynamoiot-action-1-role-testtable is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_customer_attached_policy_no_administrative_privileges;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom policy aegis-demo-researcher-policy is unattached and does not allow '*:*' administrative privileges.;arn:aws:iam::162665602291:policy/aegis-demo-researcher-policy;iam_customer_unattached_policy_no_administrative_privileges;False;aegis-demo-researcher-policy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow permissive STS Role assumption.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_no_custom_policy_permissive_role_assumption;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow permissive STS Role assumption.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_no_custom_policy_permissive_role_assumption;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow permissive STS Role assumption.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_no_custom_policy_permissive_role_assumption;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow permissive STS Role assumption.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_no_custom_policy_permissive_role_assumption;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.7;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se restringirá todo acceso a las acciones especificadas para el usuario root de una cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Root account does not have access keys.;arn:aws:iam::162665602291:root;iam_no_root_access_key;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.aws.iam.3;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Deberá habilitarse el vencimiento de las credenciales de los usuarios. (Bien a través de la política de contraseñas de IAM o del proveedor de identidades federado).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Password expiration is not set.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_lowercase;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_minimum_length_14;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_number;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_reuse_24;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_symbol;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.6.r1.aws.iam.1;Contraseñas;op.acc.6.r1;operacional;control de acceso;Las contraseñas de los usuarios deberán tener normas de complejidad mínima y robustez.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r2,op.acc.6.r4;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:us-east-1:162665602291:password-policy;iam_password_policy_uppercase;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom Policy arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow privilege escalation.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_allows_privilege_escalation;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Custom Policy arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow privilege escalation.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_allows_privilege_escalation;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom Policy arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow privilege escalation.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_allows_privilege_escalation;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom Policy arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow privilege escalation.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_allows_privilege_escalation;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;FAIL;User aegis-admin has the policy AdministratorAccess attached.;arn:aws:iam::162665602291:user/aegis-admin;iam_policy_attached_only_to_group_or_roles;False;aegis-admin/AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;FAIL;User aegis-admin has the policy AdministratorAccess attached.;arn:aws:iam::162665602291:user/aegis-admin;iam_policy_attached_only_to_group_or_roles;False;aegis-admin/AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow 'cloudtrail:*' privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_no_full_access_to_cloudtrail;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.10.aws.cmk.1;Protección de claves criptográficas;op.exp.10;operacional;explotación;Los usuarios o roles con privilegios para la creación de claves deben ser diferentes a los que van a utilizar las claves para operaciones de cifrado.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow 'kms:*' privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_no_full_access_to_kms;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.10.aws.cmk.2;Protección de claves criptográficas;op.exp.10;operacional;explotación;Utilizar claves gestionadas por los clientes (CMK).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Custom Policy aws-iot-rule-myDynamoiot-action-1-role-testtable does not allow 'kms:*' privileges.;arn:aws:iam::162665602291:policy/service-role/aws-iot-rule-myDynamoiot-action-1-role-testtable;iam_policy_no_full_access_to_kms;False;aws-iot-rule-myDynamoiot-action-1-role-testtable;ENS;ENS RD 311/2022 - Categoría Alta
